,User-ID,ISBN,Book-Rating
154002,35081,0439064864,7
154004,35081,0452282152,4
154005,35081,0553262505,7
154006,35081,0553283685,6
154010,35081,0812550706,10
154022,35090,0688167888,8
154031,35097,0425184226,8
154036,35106,0060928336,9
154037,35108,0345339703,9
154046,35124,0446606812,7
154049,35126,0345416260,7
154055,35134,067976402X,9
154057,35138,0316601950,8
154063,35143,0440226104,5
154066,35143,1558743669,9
154073,35144,0375707972,5
154069,35144,0061000175,7
154092,35148,059035342X,10
154091,35148,043935806X,10
154088,35148,0439136369,10
154101,35154,0399143947,10
154111,35177,0312195516,9
154113,35179,0099394316,6
154116,35179,0140013997,8
154121,35180,0440236673,5
154125,35182,0316666343,10
154129,35182,0679781587,9
154161,35185,0883681706,9
154200,35188,0425192725,7
154194,35188,014025448X,7
154217,35189,0440214041,7
154218,35191,0452284295,10
154233,35208,0425177173,10
154234,35216,0425144429,9
154242,35225,0099747200,7
154246,35225,0804108846,9
154249,35231,0375725784,8
154254,35233,0375706771,9
154255,35233,0380542625,10
154252,35233,0312291639,9
154263,35233,051511331X,8
154298,35243,0452282152,9
154306,35244,0440221471,8
154321,35255,0671894455,10
154346,35270,0440211727,4
154353,35273,0316158720,6
154356,35277,0553582143,3
154358,35278,0446611808,5
154361,35281,0345435028,8
154369,35290,0375506039,6
154414,35320,0767915593,6
154399,35320,038549081X,8
154398,35320,0385490445,9
154642,35424,0316666343,10
154647,35424,0452284449,10
154915,35445,0552143774,8
154929,35445,0679746048,7
154942,35445,1558745718,7
154872,35445,0060928336,8
154879,35445,0140481389,6
154885,35445,0345342968,9
154891,35445,0385259956,8
154894,35445,0399501487,7
154896,35445,042518286X,4
154973,35467,0385504209,8
154972,35467,0375504397,7
155130,35510,0446607657,7
155135,35513,0971880107,8
155142,35518,0671003755,8
155138,35518,0375719180,7
155165,35532,0446610038,4
155160,35532,0425189864,6
155159,35532,0425182878,7
155185,35551,0425191184,5
155187,35551,0553583611,5
155194,35553,076790592X,10
155196,35562,0061031070,7
155199,35566,0425177173,7
155204,35578,0345446860,8
155213,35596,0060976845,7
155229,35611,0345446860,7
155231,35612,0517707918,9
155248,35631,0345337662,5
155250,35631,0375400117,8
155252,35631,0375706771,3
155254,35631,0385424736,8
155246,35631,0060391626,4
155285,35698,0099394316,8
155286,35698,0140298479,9
155342,35704,0553562614,8
155349,35704,0671726889,5
155372,35704,0805063897,10
155375,35704,0887307876,8
155294,35704,0060392452,10
155306,35704,0316779423,10
155326,35704,0385504209,9
155327,35704,0385720920,8
155407,35707,0552134651,10
155396,35707,0099747200,7
155395,35707,0061097861,9
155403,35707,044023722X,8
155514,35718,0446310786,10
155690,35787,0553211757,9
155691,35788,0425182908,9
155735,35790,0060987561,10
155763,35793,1565122968,9
155756,35793,0786868716,7
155743,35793,0374332657,10
155764,35794,0836220870,9
155767,35798,0330367358,8
155772,35802,0671003755,7
155777,35809,0345435028,7
155824,35826,0786885688,8
155816,35826,044021145X,8
155818,35826,0671894455,10
155831,35831,044023722X,9
155946,35836,0671042262,10
155983,35836,0671865714,7
155945,35836,0671041789,10
156013,35836,0812550706,5
155942,35836,0671024094,10
155979,35836,0671795120,5
155885,35836,0425144429,4
155879,35836,0425099334,7
155878,35836,0425098605,5
155860,35836,0345447840,5
155854,35836,0345337662,9
155852,35836,0316969680,2
155892,35836,0440236169,3
155934,35836,0553579606,2
155893,35836,0446600474,4
155929,35836,0553295772,7
155924,35836,0553260111,2
155923,35836,0553106643,5
155903,35836,0451180410,3
155900,35836,0451117298,10
155896,35836,0446612545,3
155895,35836,0446606189,10
156049,35841,0451188454,9
156048,35841,0451172817,8
156045,35841,0060958022,10
156061,35842,0553582747,8
156071,35845,0553284363,7
156951,35857,0743229878,6
156966,35857,0743418174,6
156982,35857,0767905318,6
156881,35857,0679442790,4
156821,35857,0671014218,8
156851,35857,0671741187,9
156864,35857,0671797999,6
157135,35857,1558744150,8
157084,35857,0932194826,10
157072,35857,0894803204,10
156995,35857,0786867647,8
156203,35857,0312278586,5
156228,35857,0316601950,9
156242,35857,0345370775,9
156256,35857,0345435028,9
156264,35857,0345443284,8
156410,35857,0375413596,8
156243,35857,0345378490,7
156421,35857,0375703055,8
156561,35857,0440226430,3
156680,35857,0452281032,7
156689,35857,0515119784,8
156555,35857,044022165X,5
156429,35857,0375706771,8
156442,35857,0380723085,8
156497,35857,0399142991,5
156504,35857,0399148027,9
156506,35857,0399501487,9
156433,35857,0375727345,5
161391,35859,0671741187,7
161381,35859,0671732277,4
161339,35859,0671684027,7
161641,35859,0679875255,9
161676,35859,068484477X,10
161581,35859,067945960X,8
160668,35859,059035342X,10
160395,35859,0553279556,8
160490,35859,0553569619,8
160504,35859,055357230X,8
161048,35859,0671020293,7
161160,35859,0671449044,10
160843,35859,0590483765,8
160889,35859,0590680641,7
162599,35859,0894808249,10
162764,35859,1558531025,8
162433,35859,0842329129,9
162435,35859,0842329242,9
162443,35859,0842342702,10
162505,35859,0871136791,7
162774,35859,1558745017,9
162775,35859,1558745157,8
161861,35859,0743418174,7
162005,35859,0767902890,6
161758,35859,0694008761,10
162029,35859,0785804277,4
162169,35859,0804106304,8
157955,35859,0316666343,6
157957,35859,0316693200,7
157958,35859,0316693235,8
158012,35859,0345342968,10
157822,35859,0312965664,8
157827,35859,0312966539,7
157850,35859,0312971346,9
157736,35859,0312278586,8
158581,35859,0380784491,7
158673,35859,0380820145,7
158689,35859,0385121679,10
158732,35859,0385411200,10
158757,35859,0385503822,6
158768,35859,0385722206,8
158775,35859,0393314804,2
158490,35859,0380718340,8
158420,35859,0375700757,7
158436,35859,0375707972,6
158425,35859,0375703055,9
157706,35859,0312171838,8
157450,35859,0070212570,10
157517,35859,0140374248,10
157546,35859,0142001740,9
157234,35859,0060502258,7
157269,35859,0060934417,9
157304,35859,0061006629,8
157711,35859,0312195516,10
159657,35859,0446610038,7
159706,35859,0448402238,8
158799,35859,0394800133,10
159738,35859,0449006565,7
159769,35859,0449149986,8
159321,35859,044021145X,10
159584,35859,0446530077,4
159479,35859,0441001971,7
159481,35859,0441002935,7
159485,35859,0441004520,8
159496,35859,0441172695,10
159530,35859,0446360589,7
159795,35859,0449219461,8
159802,35859,0449221512,7
159811,35859,0449223612,7
159840,35859,0451137965,7
159855,35859,0451155750,8
159856,35859,0451156609,7
159871,35859,0451169522,8
158917,35859,0399219919,7
158935,35859,0425081818,3
158802,35859,0394800206,10
158803,35859,039480029X,10
158804,35859,0394800389,10
159150,35859,0425182908,4
159180,35859,0425192032,7
158946,35859,0425107469,7
157259,35859,0060926538,8
158968,35859,0425132048,8
158995,35859,0425144062,7
158975,35859,0425135020,7
163028,35864,0446678457,8
163035,35865,1558744150,9
163033,35865,0553582763,4
163032,35865,0553582127,6
163042,35877,0670844527,4
163048,35896,0062517139,7
163057,35909,0440226430,8
163062,35909,0671693816,7
163065,35910,0345339681,10
163119,35918,0671003755,7
163122,35918,0689817215,7
163124,35918,074322535X,7
163127,35918,0763616052,8
163132,35918,0805063889,7
163086,35918,0060938455,9
163090,35918,0140139966,10
163092,35918,0140374248,7
163093,35918,014100018X,8
163101,35918,0375700757,8
163165,35921,0394800184,10
163219,35922,0394281802,6
163216,35922,0373484003,10
163234,35925,0684874350,8
163231,35925,0452268060,8
163233,35925,0671003755,8
163269,35934,0553574027,7
163273,35945,0345402871,7
163295,35953,0375412530,8
163368,35963,0440214041,10
163375,35964,044651862X,9
163387,35966,0786867647,9
163405,35979,0671517643,10
163427,35997,0312243022,10
163434,35998,0671027360,8
163431,35998,055326611X,7
163429,35998,0440226430,7
163428,35998,0312195516,7
163430,35998,0452282829,7
163509,36003,0425152251,10
163510,36003,0439064864,10
163512,36003,0439139597,10
163514,36003,0440226430,7
163515,36003,0446310786,10
163513,36003,043935806X,10
163529,36003,0590353403,10
163537,36003,067976402X,8
163549,36003,1400034779,7
163550,36003,1558744592,8
163551,36003,1558744630,9
163490,36003,0316769487,10
163556,36003,1573228214,9
163511,36003,0439136350,10
163460,36003,0140293248,5
163461,36003,0140298479,10
163477,36003,0141301066,10
163571,36041,0971880107,3
163584,36043,0449213943,10
163583,36043,044021145X,8
163582,36043,0425184226,6
163612,36060,1559029838,3
163615,36067,0385720106,5
163645,36103,0449909735,8
163646,36103,0553348973,8
163640,36103,0140298479,7
163642,36103,0375706771,7
163671,36112,0671789422,8
163672,36112,0684818949,9
163677,36114,0553210092,7
163681,36121,0380789019,10
163686,36121,0590981811,9
163688,36124,0195147103,2
163697,36130,0312984820,5
163746,36135,0515119202,7
163744,36135,0452281202,8
163745,36135,0452283205,8
163752,36135,067088300X,10
163755,36135,0671867156,8
163730,36135,0440221471,9
163749,36135,0515131083,8
163704,36135,014025448X,8
163725,36135,0425152901,9
163710,36135,0312305060,9
163713,36135,0316089699,8
163722,36135,0399151613,8
163785,36141,0380793717,8
163781,36141,0316776963,5
163784,36141,0375727345,9
163779,36141,0060958022,5
163826,36157,0743469801,7
163812,36157,0345404475,8
163839,36169,0312243022,10
163849,36186,0451408888,5
163868,36199,0425143325,8
163880,36200,067088300X,5
163881,36200,0684835959,7
163886,36207,0312962452,5
163893,36225,0316969443,6
163904,36229,0876043902,5
163908,36229,1558743669,8
163899,36229,0684874350,8
163911,36231,044023722X,5
163917,36235,0671041789,9
163923,36238,0887307876,8
163925,36240,0060924985,5
164047,36256,0842329129,9
164015,36256,0671477099,9
164010,36256,0590353403,10
163931,36256,0060928336,8
163933,36256,0140440224,8
163952,36256,0345339711,8
163955,36256,0349111863,4
163982,36256,0440211727,8
163965,36256,0385504209,9
164075,36265,0316666343,9
164085,36269,0671722751,10
164087,36270,067973743X,9
164089,36272,0451194063,7
164098,36286,0671708635,4
164095,36286,0440225701,9
164094,36286,0385504209,7
164108,36288,0671021001,7
164117,36295,0425167313,7
164177,36299,0441004520,9
164174,36299,0441001971,9
164175,36299,0441002935,9
164151,36299,0380730847,7
164181,36299,0441010512,9
164184,36299,0441304834,10
164213,36299,0553109200,5
164296,36304,0060175400,10
164299,36304,0375700757,5
164337,36326,0671027360,6
164334,36326,0452260116,5
164333,36326,0451206525,7
164328,36326,0345354648,4
164326,36326,0061097314,7
164482,36327,0805019375,7
164505,36327,155874262X,10
164344,36327,0020427859,8
164356,36327,0064400581,7
164359,36327,0141301066,9
164374,36327,0312195516,5
164421,36327,0446604844,9
164389,36327,0345445848,8
164391,36327,0375706771,10
164408,36327,0440222656,9
164528,36357,0671003755,5
164523,36357,014025448X,7
164524,36357,0375724370,5
164525,36357,0375726403,8
164526,36357,0385498802,9
164605,36378,0312134738,8
164638,36406,0553281798,5
164662,36417,0971880107,3
164709,36472,0385504209,9
164731,36488,0679743839,7
164732,36488,0684864304,2
164734,36491,0142001740,6
164742,36502,0440221471,7
164746,36506,0345402871,8
164747,36506,0345417623,8
164754,36510,0345417623,9
164772,36540,0804106304,9
164771,36540,067976402X,9
164769,36540,0380977761,6
164779,36542,0440218535,5
164783,36547,0805063897,7
164934,36554,067973743X,10
164963,36554,0836218817,10
164806,36554,0140185216,10
164796,36554,0140043519,8
164993,36562,0440241073,10
164989,36562,0345339703,7
164990,36562,0345339711,7
164992,36562,0425191184,7
165005,36568,0446611778,3
165010,36570,0060392452,3
165015,36574,0195028066,7
165024,36582,0312195516,10
165028,36597,087788739X,7
166148,36606,0679731148,5
166162,36606,0679781587,5
166183,36606,0684841185,5
166028,36606,0671036505,5
165879,36606,0553213148,5
165908,36606,0553279378,5
165961,36606,0590353403,10
165974,36606,0590445774,10
166629,36606,1931561648,10
166323,36606,0786868716,10
166354,36606,0805059555,5
165226,36606,0307130754,10
165245,36606,0312291639,10
165246,36606,0312305060,5
165296,36606,0345344464,10
165337,36606,0345447840,5
165383,36606,0375504397,5
165073,36606,0060510293,5
165082,36606,0060801115,10
165094,36606,0060928336,9
165189,36606,0142001740,10
165659,36606,044651862X,8
165669,36606,0446527165,5
165681,36606,0446605239,10
165705,36606,0446676098,10
165728,36606,0449212602,9
165742,36606,0449227421,5
165595,36606,0440220602,10
165463,36606,0385475721,5
165480,36606,0385511612,5
165548,36606,0425152251,5
165567,36606,0425192725,5
165583,36606,0440211263,5
165815,36606,0452281903,10
166859,36609,0609807900,9
166852,36609,0553382411,10
166840,36609,0452284295,7
166810,36609,0425178234,7
166896,36609,0688170528,9
166915,36609,0743418719,9
166792,36609,0385335830,8
166651,36609,006051261X,6
166649,36609,0060502258,9
166786,36609,0380813815,8
166780,36609,0375760911,9
166705,36609,0312171838,7
166720,36609,0316096199,9
166722,36609,0316666343,9
167029,36613,0375502025,6
167039,36621,0440221420,6
167053,36623,0842329129,10
167054,36624,044023722X,3
167059,36632,0142000205,8
167061,36632,0385720106,9
167070,36635,1565122968,5
167072,36638,0060987561,9
167082,36653,0440998050,9
167083,36656,0971880107,8
167144,36673,0679781587,6
167123,36673,0440228921,7
167115,36673,0375725784,5
167112,36673,0345459202,8
167141,36673,0671027360,9
167170,36677,0804106304,5
167168,36677,0553212451,10
167171,36678,0446605239,10
167179,36693,0312422156,3
167213,36708,0312995423,8
167217,36709,0345337662,10
167225,36710,0385484518,7
167352,36715,068482499X,10
167345,36715,0671894455,8
167361,36715,0743225406,9
167328,36715,0553246895,9
167323,36715,0553212451,10
167335,36715,0553569155,5
167396,36715,1573227331,9
167401,36715,1853260169,10
167266,36715,0316769487,8
167276,36715,0374525102,8
167297,36715,0440204887,9
167300,36715,0440343194,10
167316,36715,0452283442,7
167411,36722,014038572X,5
167414,36722,0446601640,5
167420,36724,0316284955,2
167445,36741,0312924585,10
167504,36748,055356160X,10
167505,36748,055356451X,10
167560,36749,1931561648,10
167557,36749,1551667894,7
167545,36749,0743470346,6
167532,36749,052594527X,9
167568,36760,0060976845,8
167570,36760,0671021001,10
167582,36775,0740723367,9
167587,36788,0451169522,9
167609,36801,0553573861,10
167601,36801,0345423402,10
167613,36802,059035342X,8
167638,36807,0679429220,7
167636,36807,0553277472,8
167634,36807,0451526341,8
167633,36807,0451202341,3
167631,36807,0440226104,3
167627,36807,0375707972,8
167626,36807,0375706771,4
167624,36807,0345435028,5
167623,36807,0316666343,6
167620,36807,0142000205,9
167619,36807,0140186409,10
167617,36807,0064407675,10
167665,36811,0971880107,7
167696,36817,0671024248,4
167695,36817,0671021001,7
167687,36817,0451156609,5
167685,36817,0440213525,5
167680,36817,0316666343,9
167671,36817,0060987103,6
167670,36817,0060976845,6
169491,36836,0689704674,9
168252,36836,0345334531,10
168299,36836,0373250258,10
169368,36836,067944999X,9
168969,36836,0515093556,9
168968,36836,051509028X,7
168516,36836,0393039331,8
170279,36839,055321313X,9
170275,36839,051511992X,8
170272,36839,0440173701,8
170332,36879,0312305060,8
170491,36907,0618002227,10
170492,36907,0618002235,10
170497,36907,0671021001,10
170467,36907,0446532231,10
170462,36907,0439136350,10
170543,36907,0804114986,9
170542,36907,080411109X,9
170541,36907,0804106304,8
170538,36907,0786868716,7
170527,36907,0743237188,10
170402,36907,0312243022,8
170401,36907,0312171838,10
170392,36907,015100692X,5
170389,36907,0142000663,10
170385,36907,0140298479,10
170380,36907,0140186409,10
170371,36907,0064400557,10
170369,36907,0060987561,10
170366,36907,0060973617,10
170358,36907,0060392452,10
170404,36907,0312420323,10
170438,36907,038549081X,10
170437,36907,0385490445,9
170436,36907,0385484518,10
170433,36907,0380730448,10
170410,36907,0316601950,4
170416,36907,0345389964,10
170417,36907,0345391802,8
170420,36907,034540047X,10
170422,36907,0345424719,10
170575,36909,0060930187,10
170578,36912,0671867156,8
170581,36918,0375724370,3
170584,36922,0316096199,7
170616,36935,0440236061,9
170599,36935,0345413903,9
170593,36935,0061030430,9
170642,36938,0679442405,10
170640,36938,0671793888,10
170636,36938,0446310786,10
170632,36938,0060959037,8
170637,36938,044990928X,10
170645,36945,0099244926,7
170649,36952,0345447840,10
170658,36956,067102423X,8
170676,36962,0425152251,7
170684,36964,0440222656,9
170738,36978,0842342702,1
170737,36978,0671894455,10
170729,36978,044651652X,10
170726,36978,0345342968,10
170725,36978,0316769487,9
170741,36985,0316666343,8
170744,36992,0099263815,9
170754,36992,0330330373,8
170752,36992,0312952716,9
171020,37036,0061099694,7
171023,37039,0375760903,7
171025,37045,0743225406,5
171032,37051,0440236673,7
171044,37074,0971880107,8
171043,37074,0156005891,10
171049,37080,0312305060,9
171058,37083,0345337662,9
171075,37106,0679781587,8
171090,37113,0887307876,5
171102,37129,0805063897,10
171107,37133,0684848783,6
171111,37135,044023722X,7
171127,37147,0452284295,7
171123,37147,0385498802,9
171117,37147,0142001740,9
171151,37161,044020352X,10
171156,37164,0440414806,8
171167,37168,0553293362,10
171213,37189,0440220602,9
171224,37197,0671727796,10
171232,37204,0345417623,4
171351,37208,0439064864,8
171338,37208,0380806312,7
171360,37208,0449221504,7
171380,37208,0590353403,8
171377,37208,0553582143,10
171376,37208,0553582127,10
171372,37208,0553569910,10
171361,37208,0449223612,7
171248,37208,0312971346,8
171325,37208,0380542625,10
171327,37208,0380759500,5
171412,37221,0345443284,5
171443,37227,0671021001,10
171442,37227,0670031046,10
171439,37227,0446675059,10
171441,37227,0451169530,10
171417,37227,0060928336,10
171418,37227,0060987561,10
171421,37227,014025448X,10
171428,37227,0345361792,10
171426,37227,0142000345,10
171463,37235,0767905385,8
171461,37235,0684801221,6
171459,37235,0553208845,7
171460,37235,0553277375,4
171501,37239,1551667509,7
171480,37239,0345417623,9
171478,37239,0312985207,10
171509,37244,0375501347,9
171514,37244,0684874350,8
171605,37291,0805063889,10
171697,37293,0743456866,8
171711,37293,0971880107,3
171617,37293,034541389X,8
171627,37293,0373625308,7
171638,37293,0425107469,9
171774,37310,0971880107,4
171765,37310,067976397X,6
171755,37310,044651652X,8
171740,37310,0070212570,8
171746,37310,0345361792,9
171748,37310,0345445856,7
171809,37311,0446612545,5
171806,37311,044023722X,10
171803,37311,0440225701,8
171802,37311,0425191729,6
171800,37311,0385722206,7
171798,37311,038533334X,8
171789,37311,0316601950,9
171783,37311,0060959037,9
171799,37311,0385337639,6
171830,37314,038533303X,5
171839,37320,0446612545,9
171842,37331,0553582143,6
171884,37350,0446606812,8
171885,37352,068484477X,8
171897,37361,0440241006,9
171899,37370,0446532231,10
171900,37370,0786868716,10
171904,37377,0446610038,9
171987,37400,067976402X,5
171989,37400,0802131786,6
171927,37400,0020518803,4
171973,37400,0553210092,7
171951,37400,0316769487,6
171955,37400,0345391802,4
171963,37400,0440180295,7
171964,37400,0446310786,10
171966,37400,0451523776,6
171948,37400,0156528207,8
172018,37416,0440414806,8
172038,37426,0553583573,8
172040,37426,0671036505,7
172039,37426,067103619X,6
172053,37431,0553240951,5
172057,37432,0763616052,8
172066,37444,0345378482,8
172087,37447,0553281798,5
172079,37447,0440211166,8
172097,37454,0312971346,10
172101,37454,0671021001,8
172120,37470,0375758453,8
172121,37471,0425192938,7
172122,37471,1401359396,7
172163,37493,0446364282,7
172138,37493,0316788228,4
172136,37493,0312195516,9
172177,37493,0515122734,7
172233,37504,0446608955,8
172250,37511,0425170349,10
172244,37511,0345402871,10
172305,37512,0553262505,5
172322,37512,0812550307,5
172279,37512,0441790348,5
172277,37512,0441003257,8
172263,37512,0345424719,8
172262,37512,0345413377,7
172260,37512,0345361792,9
172328,37523,0060976845,9
172544,37538,0679731148,10
172545,37538,0679731377,9
172568,37538,0804111359,10
172596,37538,3823821245,10
172592,37538,1573228214,10
172587,37538,1558743669,8
172584,37538,1400032717,9
172582,37538,0971880107,7
172509,37538,0446601640,6
172472,37538,0345404475,8
172467,37538,0316769487,9
172462,37538,0312278586,7
172453,37538,0140293248,5
172444,37538,0099245027,4
172533,37538,0553575384,9
172511,37538,0446609145,6
172506,37538,044651652X,5
172501,37538,0440226430,6
172491,37538,0399144463,8
172485,37538,0385336179,6
172483,37538,0385335482,9
172648,37550,0971880107,3
172698,37556,0679735909,10
172686,37556,0515119784,8
172711,37556,0812967240,8
172661,37556,0060938455,8
172662,37556,0060958022,8
172787,37567,0140620117,8
172793,37567,0142000663,7
172866,37567,0452281903,5
173033,37571,0440404193,5
173034,37571,0440414806,8
173037,37572,0446605239,7
173076,37573,0684857820,8
173068,37573,0553560735,8
173067,37573,0553210092,5
173055,37573,0439136369,5
173088,37577,0446612731,9
173109,37584,1400034779,8
173102,37584,0441003257,9
173111,37586,015100692X,8
173171,37605,0312963297,5
173186,37615,0971880107,1
173216,37623,0836218817,7
173214,37623,0836217012,7
173205,37623,0451177096,8
173201,37623,0425099334,6
173197,37623,0385511612,5
173194,37623,0345417623,9
173222,37630,0385318782,8
173229,37640,0312979096,10
173374,37644,0761516735,8
173360,37644,0679879269,9
173358,37644,0679879242,7
173352,37644,0672317206,4
173395,37644,0842332278,9
173390,37644,0842329250,9
173389,37644,0842329242,5
173388,37644,0842329218,9
173273,37644,0345335082,8
173272,37644,034529873X,5
173271,37644,0316769487,6
173261,37644,014100018X,8
173258,37644,0140386645,10
173325,37644,0452282195,9
173324,37644,0452279488,8
173308,37644,0440940001,5
173282,37644,0375706771,10
173287,37644,0380718340,8
173420,37649,0060959037,7
173489,37688,0671027360,7
173494,37689,0380977788,4
173526,37691,0671880187,9
173522,37691,055321313X,9
173509,37691,0316666343,10
173510,37691,0345404319,8
173543,37693,044651652X,7
173551,37693,0671027360,9
173556,37699,0345443284,9
173564,37708,0312979479,9
173567,37710,0553569155,7
173907,37712,0679429220,10
173802,37712,0446532231,10
173922,37712,0679826718,9
173924,37712,0679879269,9
173932,37712,068484477X,7
173935,37712,0684872153,7
173894,37712,0671510053,9
173920,37712,067976402X,9
173831,37712,0452282152,8
173889,37712,0671027360,7
173864,37712,055321313X,9
173869,37712,0553258001,7
173996,37712,0877017883,10
174014,37712,0945582730,4
174025,37712,1573229571,8
174035,37712,1891105035,9
173799,37712,0446365386,10
173963,37712,0804111359,4
173941,37712,0688170528,7
173987,37712,0821772953,3
173797,37712,0446310786,10
173820,37712,0451191145,8
173621,37712,0140186409,8
173629,37712,014028009X,10
173638,37712,0142001740,9
173647,37712,0156028778,4
173572,37712,006019491X,9
173593,37712,0060959037,10
173596,37712,0060987103,9
173603,37712,0070212570,10
173590,37712,0060934417,10
173669,37712,031242227X,10
173600,37712,0061097101,10
173732,37712,0385490445,8
173736,37712,0385503954,8
173737,37712,0385504209,6
173739,37712,0385720106,7
173785,37712,0440215625,10
173789,37712,0440222656,8
173686,37712,0345367898,10
173687,37712,0345370775,8
173688,37712,0345397819,10
173689,37712,0345404319,10
173692,37712,0345425707,7
173705,37712,0375406530,5
173717,37712,0375727345,4
174045,37721,0446671029,9
174071,37745,0446605573,9
174087,37760,0142001740,8
174110,37782,0684871262,7
174134,37790,0806132728,10
174126,37790,0385504209,10
174120,37790,0345351525,8
174118,37790,0345313860,8
174115,37790,0060976845,8
174114,37790,0060502258,10
174150,37794,0553271636,5
174204,37817,0812520475,5
174197,37817,0061015725,9
174199,37817,0440236525,9
174202,37817,0553582763,10
174213,37822,0316666343,8
174217,37822,0440221471,9
174250,37842,0425174018,4
174255,37849,0892839759,9
174277,37854,0553213938,8
174282,37860,0440158532,9
174283,37866,0061092886,8
174314,37874,0446519138,7
174321,37874,0553271636,7
174316,37874,0446610038,7
174313,37874,0446352764,8
174309,37874,0440221471,7
174296,37874,0345395069,7
174301,37874,038533303X,8
174345,37891,067101420X,3
174351,37904,044021145X,5
174371,37905,0380789035,6
174397,37918,0345427637,7
174420,37929,0553572733,5
174431,37932,0375700757,8
174438,37941,0316769509,9
174959,37950,0671656155,8
174963,37950,0671695169,1
174968,37950,0671722751,10
174978,37950,0671758896,5
174985,37950,0679781587,9
174990,37950,0684841185,10
174869,37950,0553106643,9
174873,37950,0553250531,6
174889,37950,0553284789,9
174896,37950,0553569155,8
174900,37950,0553580191,10
174927,37950,0618002235,9
174939,37950,0671011375,9
175131,37950,0971880107,3
175147,37950,155874262X,6
175148,37950,1558743316,8
175152,37950,1558744630,7
175166,37950,1573220876,8
174843,37950,0451526341,9
175141,37950,1551668246,4
175063,37950,0812550307,8
175066,37950,0812551494,9
175107,37950,0886775981,10
175042,37950,0804111898,7
174541,37950,0345339711,9
174555,37950,034538430X,8
174570,37950,0345422589,6
174538,37950,0345337662,5
174636,37950,0380816547,9
174652,37950,038549081X,8
174668,37950,0399501487,9
174525,37950,0316107352,10
174481,37950,0140067477,6
174515,37950,0312966970,8
174522,37950,0312983867,7
174684,37950,0425124347,7
174747,37950,0441790348,7
174751,37950,0446310786,9
174757,37950,0446360856,7
174800,37950,0451161343,7
174813,37950,0451172817,7
174814,37950,0451173317,10
174815,37950,0451176464,7
174816,37950,0451177096,8
174683,37950,0425121259,6
174824,37950,0451190521,7
174694,37950,0425152251,7
174725,37950,0440224438,7
174721,37950,044022165X,7
174719,37950,0440220602,4
174718,37950,0440215625,10
174717,37950,0440214041,7
174715,37950,044021145X,6
175185,37951,038529929X,6
175216,37968,0345342968,10
175278,37970,0316693235,7
175280,37972,0553573403,9
175340,37974,0805019375,8
175284,37974,0060929790,8
175291,37974,0140298479,8
175306,37974,0394587693,10
175385,37975,051510566X,9
175386,37975,0515120278,9
175395,37979,0375727345,9
175401,37984,0375727345,6
175405,37987,0345370775,8
175426,37989,1400032717,10
175420,37989,0684848783,7
175415,37989,0399151613,8
175414,37989,0385475721,9
175412,37989,0375700757,10
175406,37989,0142001740,9
175408,37989,0312195516,9
175427,37991,0142000663,7
175452,38015,0743418174,9
175458,38019,0451163966,8
175462,38021,0060934417,9
175959,38023,0679781587,10
175952,38023,0679731148,8
175861,38023,0553280414,9
175982,38023,0689848684,6
175889,38023,0590485733,6
175907,38023,0671024086,5
176020,38023,0786808551,8
176151,38023,1591821533,10
176114,38023,0971880107,9
176022,38023,0786881852,8
175570,38023,0312201656,8
175573,38023,0312901437,9
175574,38023,0312924585,7
175589,38023,0345260791,7
175602,38023,0345342968,9
175850,38023,055321313X,10
175469,38023,0020442009,10
175492,38023,0061000175,9
175817,38023,0486264645,7
175657,38023,0380759497,7
176176,38026,0743418174,8
176191,38034,0060256672,10
176193,38034,0061097101,6
176200,38034,0446608955,4
176218,38039,0451191137,7
176225,38045,0743442520,9
176230,38053,0385484518,7
176235,38057,0671003364,10
176236,38058,0671003364,10
176247,38074,0440214041,9
176251,38076,0312274920,9
176262,38082,0679751114,8
176276,38091,0767905202,7
176268,38091,038073320X,9
176271,38091,0449221490,5
176282,38103,0345368754,7
176301,38123,0446603309,9
176302,38123,0671027573,8
176311,38138,1573229083,9
176330,38169,0440237688,8
176339,38172,0486275639,10
176358,38176,0767902513,6
176347,38176,044900371X,4
176344,38176,0345368754,4
176367,38191,0070212570,10
176371,38191,0684846098,5
176372,38193,0671442139,9
176379,38210,0874778883,7
176385,38213,0515134279,9
176386,38213,0553569570,3
176405,38218,0679444815,8
176488,38248,0028604199,10
176487,38248,002542730X,10
176509,38250,0553579754,6
176506,38250,0446612545,7
176504,38250,0440236673,8
176516,38254,0425169693,8
176519,38254,0679742115,10
176524,38262,0060959037,8
176778,38273,0807554200,10
176817,38273,0836221362,10
176815,38273,0836218833,10
176813,38273,0836218620,10
176810,38273,0836218051,10
176612,38273,0380714752,10
176604,38273,0345413903,10
176603,38273,0345413873,5
176601,38273,0345368436,10
176598,38273,0316601950,7
176553,38273,0060976845,5
176555,38273,0061030597,5
176558,38273,0061032425,9
176679,38273,0553271636,5
176695,38273,0590419536,10
176647,38273,0425182878,7
176643,38273,0425179559,5
176648,38273,0425182908,9
176649,38273,0425189864,10
176651,38273,0440225701,5
176659,38273,0446604844,5
176655,38273,0440414806,10
176653,38273,044023722X,5
176884,38277,014100018X,5
176885,38277,0385492081,9
176888,38278,074322535X,10
176922,38281,0553213105,6
176956,38281,0812575717,9
176915,38281,0451196716,6
176911,38281,0440214041,5
176909,38281,043935806X,7
